br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,eb,eb,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br
br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,eb,eb,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br
br,br,br,br,br,br,brbg,brbg,brbg,brbg,br,br,br,br,br,br,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,tcol,brbg,br,br,br,br,eb,eb,br,br,br,br,brbg,tcol,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,br,br
br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,br,br,br,br,eb,eb,br,br,br,br,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br
br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,br,br,br,br,eb,eb,br,br,br,br,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br
br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,br,br,br,eb,eb,br,br,br,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br
br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,br,br,br,eb,eb,br,br,br,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br
br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br,br,br,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,br,br,br,eb,eb,br,br,br,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br,br,br
brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,eb,eb,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br
brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,eb,eb,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br
brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,col,brbg,brbg,brbg,br,br,eb,eb,br,br,brbg,brbg,brbg,col,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,brbg,br,br
br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,eb,eb,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br
br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,eb,eb,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br,br
